"Artist","Classifications","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Flavor_Text","Body_Text","Willpower","Strength","prints","Abilities","Card_Variants","Move_Cost"
"lan MacDonald","Dreamborn, Hero, Queen, Sorcerer","Amethyst, Sapphire","Frozen","https://lorcana-api.com/images/anna/ice_breaker/anna-ice_breaker-large.png",4,true,"Anna - Ice Breaker","Character",2,"Uncommon",,"Support (Whenever this character quests, you may add their {s} to another chosen character's
{s} this turn.)
WINTER AMBUSH: When you play this character, chosen opposing character can't ready at the start of their next turn.",3,2,"[""ARI-072""]","Support",,
"Eri Welli","Dreamborn, Ally, Sorcerer","Amethyst","Mickey and Friends","https://lorcana-api.com/images/donald_duck/flustered_sorcerer/donald_duck-flustered_sorcerer-large.png",7,false,"Donald Duck - Flustered Sorcerer","Character",3,"Legendary","When it comes to magic spells, proper pronunciation is key.","OBFUSCATE!: Opponents need 25 lore to win the game.",6,5,"[""ARI-073""]",,,
"Malia Ewart","Storyborn, Villain, Queen, Sorcerer","Amethyst","Snow White and the Seven Dwarfs","https://lorcana-api.com/images/the_queen/jealous_beauty/the_queen-jealous_beauty-large.png",4,true,"The Queen - Jealous Beauty","Character",1,"Legendary",,"NO ORDINARY APPLE: {e} - Choose 3 cards from chosen opponent's discard and put them on the bottom of their deck to gain 3 lore. If any Princess cards were moved this way, gain 4 lore instead.",3,4,"[""ARI-074""]",,,
"Arianna Rea","Storyborn, Ally","Amethyst","Hercules","https://lorcana-api.com/images/panic/high-strung_imp/panic-high-strung_imp-large.png",4,true,"Panic - High-Strung Imp","Character",2,"Common","""What the boss doesn't know won't hurt us. Much. I hope.""","STARTLED SHRIEK: When you play this character, you may move up to 2 damage counters from chosen character to chosen opposing character.",3,2,"[""ARI-075""]",,,
"Luis Huerta","Storyborn, Ally","Amethyst","The Sword in the Stone","https://lorcana-api.com/images/archimedes/exceptional_owl/archimedes-exceptional_owl-large.png",2,true,"Archimedes - Exceptional Owl","Character",1,"Uncommon","Archazia's library was a treasure trove of knowledge even for such an educated owl.","MORE TO LEARN: Whenever an opponent chooses this character for an action or ability, you may draw a card.",2,2,"[""ARI-076""]",,,
"Jocelyn Sepulveda","Storyborn, King","Amethyst","Atlantis","https://lorcana-api.com/images/kashekim/ancient_ruler/kashekim-ancient_ruler-large.png",3,true,"Kashekim - Ancient Ruler","Character",1,"Uncommon","""You presume much, to think you are welcome here.""",,3,4,"[""ARI-077""]",,,
"Samanta Erdini","Storyborn, Ally, Madrigal","Amethyst","Encanto","https://lorcana-api.com/images/dolores_madrigal/within_earshot/dolores_madrigal-within_earshot-large.png",1,true,"Dolores Madrigal - Within Earshot","Character",1,"Common","She heard Mariano's heart skip a beat. Was it because of the puzzle, or was he looking at her?","I HEAR YOU: Whenever one of your characters sings a song, chosen opponent reveals their hand.",2,1,"[""ARI-078""]",,,
"Andrea Femerstrand","Floodborn, Mentor, King","Amethyst, Steel","The Lion King","https://lorcana-api.com/images/mufasa/among_the_stars/mufasa-among_the_stars-large.png",7,true,"Mufasa - Among the Stars","Character",2,"Uncommon",,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Mufasa.)
Evasive (Only characters with Evasive can challenge this character.)
Resist +1 (Damage dealt to this character is reduced by 1.)",7,5,"[""ARI-079""]","Shift 5, Evasive, Resist +1",,
"Jennifer Wu",,"Amethyst","Sleeping Beauty","https://lorcana-api.com/images/magical_maneuvers/magical_maneuvers-large.png",2,true,"Magical Maneuvers","Action",,"Uncommon","""Oh, I'm sure it's fine if we move these traps around. Archazia won't mind a little magic.""
-Flora","Return chosen character of yours to your hand. Exert chosen character.",,,"[""ARI-080""]",,,
"Cristian Romero","Song","Amethyst","Encanto","https://lorcana-api.com/images/this_is_my_family/this_is_my_family-large.png",2,false,"This Is My Family","Action - Song",,"Common","So many stars, and everybody gets to shine","(A character with cost 2 or more can {e} to sing this song for free.)
Gain 1 lore. Draw a card.",,,"[""ARI-081""]",,,
"Natalie Dombois",,"Amethyst","Snow White and the Seven Dwarfs","https://lorcana-api.com/images/show_me_more!/show_me_more!-large.png",2,false,"Show Me More!","Action",,"Super Rare","""Weave of time, attend to me- Reveal the moments soon to be!""","Each player draws 3 cards.",,,"[""ARI-082""]",,,
"Jochem van Gool",,"Amethyst, Steel","Aladdin","https://lorcana-api.com/images/restoring_the_crown/restoring_the_crown-large.png",6,false,"Restoring the Crown","Action",,"Rare","The Hexwell surged with pure creative energy, fusing the crown's pieces in a final burst of power.","Exert all opposing characters. Whenever one of your characters banishes another character in a challenge this turn, gain 2 lore.",,,"[""ARI-083""]",,,
"Francesco Colucci",,"Amethyst","Lorcana","https://lorcana-api.com/images/amethyst_coil/amethyst_coil-large.png",3,false,"Amethyst Coil","Item",,"Uncommon","Shanzay's coil flared, sending a tendril of mystical energy toward the damaged glimmer.","MAGICAL TOUCH: During your turn, whenever a card is put into your inkwell, you may move 1 damage counter from chosen character to chosen opposing character.",,,"[""ARI-084""]",,,
"Rianti Hidayat","Storyborn, Ally","Emerald","Cinderella","https://lorcana-api.com/images/drizella/spoiled_stepsister/drizella-spoiled_stepsister-large.png",4,true,"Drizella - Spoiled Stepsister","Character",1,"Common","Once again, Drizella was confronted with a simple truth: life wasn't fair.",,4,4,"[""ARI-085""]",,,
"Simangaliso Sibaya / Mario Manzanares","Storyborn, Ally, Pirate","Emerald","Treasure Planet","https://lorcana-api.com/images/grewnge/cannon_expert/grewnge-cannon_expert-large.png",2,true,"Grewnge - Cannon Expert","Character",1,"Common","He loves two things: explosions and even more explosions.","RAPID FIRE: Whenever this character quests, you pay 1 {i} less for the next action you play this turn.",2,2,"[""ARI-086""]",,,
"McKay Anderson","Storyborn, Hero, Robot","Emerald","Big Hero 6","https://lorcana-api.com/images/baymax/low_battery/baymax-low_battery-large.png",2,true,"Baymax - Low Battery","Character",2,"Common","""Processing data from Archazia's thought scrolls is taking a great deal of power. Extreme battery saver protocol engaged.""","SHHHHH: This character enters play exerted.",2,3,"[""ARI-087""]",,,
"Kasia Brzezinska","Storyborn, Hero","Emerald","Aristocats","https://lorcana-api.com/images/thomas_o'malley/feline_charmer/thomas_o'malley-feline_charmer-large.png",3,true,"Thomas O'Malley - Feline Charmer","Character",1,"Uncommon","There's nothing he can't talk his way out of.","Ward (Opponents can't choose this character except to challenge.)",2,4,"[""ARI-088""]","Ward",,
"Serena Wade","Storyborn, Villain, Pirate","Emerald","Mickey and Friends","https://lorcana-api.com/images/pete/pirate_scoundrel/pete-pirate_scoundrel-large.png",1,true,"Pete - Pirate Scoundrel","Character",1,"Common","""I wasn't stealin' it! I was just keepin' it safe.""","PILFER AND PLUNDER: Whenever you play an action that isn't a song, you may banish chosen item.",2,1,"[""ARI-089""]",,,
"Jennifer Wu","Storyborn, Hero, Inventor","Emerald","Big Hero 6","https://lorcana-api.com/images/hiro_hamada/future_champion/hiro_hamada-future_champion-large.png",3,true,"Hiro Hamada - Future Champion","Character",1,"Common","Even with a mind as brilliant as his, the mixed ink was a unique puzzle to solve.","ORIGIN STORY: When you play a Floodborn character on this card, draw a card.",3,3,"[""ARI-090""]",,,
"Sandara Tan","Storyborn","Emerald","Alice in Wonderland","https://lorcana-api.com/images/cheshire_cat/perplexing_feline/cheshire_cat-perplexing_feline-large.png",5,true,"Cheshire Cat - Perplexing Feline","Character",2,"Common","""He's not your average cat, after all. Then again, what cat is?""
-Archazia","MAD GRIN: When you play this character, you may deal 2 damage to chosen damaged character.",3,4,"[""ARI-091""]",,,
"Stefano Zanchi","Storyborn, Villain","Emerald","Jungle Book","https://lorcana-api.com/images/shere_khan/infamous_tiger/shere_khan-infamous_tiger-large.png",4,false,"Shere Khan - Infamous Tiger","Character",4,"Rare","He'd be the first to tell you he's as magnificent as he is deadly.","WHATA PITY: When you play this character, discard your hand.",4,4,"[""ARI-092""]",,,
"Valerio Buonfantino","Dreamborn, Hero, Detective","Emerald","The Great Mouse Detective","https://lorcana-api.com/images/basil/secret_informer/basil-secret_informer-large.png",6,true,"Basil - Secret Informer","Character",3,"Rare","""The final part of the crown! Jafar will be pleased.""","DRAW THEM OUT: Whenever this character quests, opposing damaged characters gain Reckless during their next turn. (They can't quest and must challenge if able.)",6,3,"[""ARI-093""]",,,
"John Loren / Nicholas Kole","Storyborn","Emerald, Ruby","Alice in Wonderland","https://lorcana-api.com/images/mad_hatter/unruly_eccentric/mad_hatter-unruly_eccentric-large.png",6,true,"Mad Hatter - Unruly Eccentric","Character",2,"Rare","""Don't you care for tea?""","UNBIRTHDAY PRESENT: Whenever a damaged character challenges another character, you may draw a card.",5,3,"[""ARI-094""]",,,
"Alice Pisoni","Floodborn, Villain, Queen","Emerald, Ruby","Alice in Wonderland","https://lorcana-api.com/images/queen_of_hearts/unpredictable_bully/queen_of_hearts-unpredictable_bully-large.png",5,false,"Queen of Hearts - Unpredictable Bully","Character",2,"Super Rare",,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Queen of Hearts.)
IF I LOSE MY TEMPER...: Whenever another character is played, put a damage counter on them.",6,2,"[""ARI-095""]","Shift 3",,
"Alan Batson","Floodborn, Hero, Inventor","Emerald, Sapphire","Big Hero 6","https://lorcana-api.com/images/hiro_hamada/armor_designer/hiro_hamada-armor_designer-large.png",7,true,"Hiro Hamada - Armor Designer","Character",3,"Super Rare",,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Hiro Hamada.)
YOU CAN BE WAY MORE: Your Floodborn characters that have a card under them gain Evasive and Ward. (Only characters with Evasive can challenge them. Opponents can't choose them except to challenge.)",6,4,"[""ARI-096""]","Shift 5",,
"Diogo Saito","Storyborn, Villain, Inventor","Emerald, Sapphire","Big Hero 6","https://lorcana-api.com/images/yokai/intellectual_schemer/yokai-intellectual_schemer-large.png",2,true,"Yokai - Intellectual Schemer","Character",1,"Uncommon","In the hands of a lesser person, this much power would be irresponsible.","INNOVATE: You pay 1O less to play characters using their Shift ability.",2,1,"[""ARI-097""]",,,
"Jo?o Moura","Dreamborn, Hero, Pirate","Emerald","Mickey and Friends","https://lorcana-api.com/images/donald_duck/lively_pirate/donald_duck-lively_pirate-large.png",2,false,"Donald Duck - Lively Pirate","Character",2,"Rare","""Aye aye, Captain! I'll get it done.""","DUCK OF ACTION: Whenever this character is challenged, you may return an action card that isn't a song card from your discard to your hand.",1,1,"[""ARI-098""]",,,
"Geoffrey Boudout","Storyborn, Ally","Emerald","Aristocats","https://lorcana-api.com/images/berlioz/mischievous_kitten/berlioz-mischievous_kitten-large.png",3,true,"Berlioz - Mischievous Kitten","Character",1,"Common","""Look what I found! Can we stay here and play?""",,5,2,"[""ARI-099""]",,,
"Sara Leal (Loyal)","Storyborn, Hero","Emerald","Lady and the Tramp","https://lorcana-api.com/images/lady/elegant_spaniel/lady-elegant_spaniel-large.png",1,false,"Lady - Elegant Spaniel","Character",1,"Common","""Are you sure we're allowed in here? Jim Dear would never allow me in the kitchen.""","A DOG'S LIFE: While you have a character named Tramp in play, this character gets +1 {l}.",2,1,"[""ARI-100""]",,,
"Mel Milton","Storyborn, Villain, Sorcerer","Emerald","The Emperor's New Groove","https://lorcana-api.com/images/yzma/exasperated_schemer/yzma-exasperated_schemer-large.png",2,true,"Yzma - Exasperated Schemer","Character",1,"Common","""One of these must be the right lever, but I'll be a llama's aunt if l can figure out which one ...""","HOW SHALL I DO IT?: When you play this character, you may draw a card, then choose and discard a card.",2,2,"[""ARI-101""]",,,
"Luca Pinelli","Storyborn, Hero","Emerald","The Emperor's New Groove","https://lorcana-api.com/images/pacha/trekmate/pacha-trekmate-large.png",3,true,"Pacha - Trekmate","Character",1,"Common","He liked to prepare for any emergency. They happened frequently with Kuzco around.","FULL PACK: While you have more cards in your hand than each opponent, this character gets +2 {l}.",2,3,"[""ARI-102""]",,,
"Alice Pisoni","Storyborn","Emerald, Ruby","Alice in Wonderland","https://lorcana-api.com/images/tweekdle_dee_&_tweedle_dum/strange_storytellers/tweekdle_dee_&_tweedle_dum-strange_storytellers-large.png",5,true,"Tweekdle Dee & Tweedle Dum - Strange Storytellers","Character",2,"Uncommon","""You can't leave yet! Don't you want to hear the ending?""
-Tweedle Dee","ANOTHER RECITATION: Whenever this character quests, you may return chosen damaged character to their player's hand.",4,4,"[""ARI-103""]",,,
"Valerio Buonfantino","Floodborn, Hero, Robot","Emerald, Sapphire","Big Hero 6","https://lorcana-api.com/images/baymax/giant_robot/baymax-giant_robot-large.png",6,false,"Baymax - Giant Robot","Character",2,"Uncommon",,"Universal Shift 4 (You may pay 4 {i} to play this on top of any one of your characters.)
FUNCTIONALITY IMPROVED: When you play this character, if you used Shift to play him, remove all damage from him.",5,5,"[""ARI-104""]","Universal Shift 4",,
"Cam Kendell","Storyborn, Inventor","Emerald, Steel","DuckTales","https://lorcana-api.com/images/gizmoduck/suited_up/gizmoduck-suited_up-large.png",4,true,"Gizmoduck - Suited Up","Character",1,"Uncommon",,"Resist +1 (Damage dealt to this character is reduced by 1.)
BLATHERING BLATHERSKITE This character can challenge ready damaged characters.",3,4,"[""ARI-105""]","Resist +1",,
"lan MacDonald","Storyborn, Ally","Emerald, Ruby","The Great Mouse Detective","https://lorcana-api.com/images/fidget/sneaky_bat/fidget-sneaky_bat-large.png",4,true,"Fidget - Sneaky Bat","Character",2,"Uncommon",,"Evasive (Only characters with Evasive can challenge this character.)
I TOOK CARE OF EVERYTHING: Whenever this character quests, another chosen character of yours gains Evasive until the start of your next turn.",3,2,"[""ARI-106""]","Evasive",,
"Jo?o Moura","Dreamborn, Villain, Pirate, Captain","Emerald, Steel","Peter Pan","https://lorcana-api.com/images/mr._smee/efficient_captain/mr._smee-efficient_captain-large.png",3,false,"Mr. Smee - Efficient Captain","Character",1,"Uncommon","""All right now, crew-we've a lot to do today!""","PIPE UP THE CREW: Whenever you play an action that isn't a song, you may ready chosen Pirate character.",3,3,"[""ARI-107""]",,,
